order_id,customer_id,order_date,amount,order_status,payment_type
1077,559,2023-10-06,6720.38,Delivered,UPI
1078,457,2023-05-15,12907.9,Delivered,UPI
1079,435,2025-06-21,696.07,Delivered,UPI
1080,768,2025-09-17,6747.12,Delivered,UPI
1081,608,2023-09-27,11529.94,Delivered,Debit Card
1082,98,2025-04-05,576.66,Delivered,UPI
1083,451,2025-12-09,6269.53,Delivered,COD
1084,562,2024-02-04,636.45,Delivered,Credit Card
1085,789,2025-03-16,3262.12,Delivered,UPI
1086,435,2023-03-29,10448.13,Delivered,Credit Card
1087,435,2023-02-09,10401.02,Delivered,UPI
1088,120,2023-01-02,2455.56,Delivered,COD
1089,727,2025-05-05,15455.31,Delivered,Debit Card
1090,607,2024-01-27,1489.93,Cancelled,COD
1091,607,2025-03-15,29073.36,Delivered,UPI
1092,694,2024-09-06,13088.52,Delivered,Debit Card
1093,159,2023-05-01,2740.63,Delivered,UPI
1094,659,2024-02-01,775.04,Delivered,Credit Card
1095,434,2023-11-18,7525.35,Delivered,UPI
1096,11,2023-11-03,813.01,Delivered,UPI
1097,551,2023-04-06,3008.19,Delivered,UPI
1098,670,2024-11-16,2863.01,Delivered,Wallet
1099,607,2025-03-20,619.8,Delivered,UPI
1100,607,2023-09-16,699.41,Returned,UPI
1101,122,2023-12-11,7844.14,Delivered,UPI
1102,607,2023-06-17,3020.63,Delivered,Debit Card
1103,607,2025-09-07,8998.13,Delivered,Credit Card
1104,607,2023-12-11,2203.84,Delivered,Debit Card
1105,689,2024-04-13,235.83,Delivered,UPI
1106,607,2025-12-10,5862.29,Delivered,Debit Card
1107,607,2023-04-14,17240.42,Delivered,UPI
1108,789,2023-04-07,294.08,Delivered,Credit Card
1109,607,2025-07-24,6312.28,Delivered,Credit Card
1110,789,2025-12-23,2028.95,Delivered,UPI
1111,49,2023-08-31,2731.33,Delivered,Credit Card
1112,166,2025-03-17,2492.17,Returned,Wallet
1113,713,2025-03-12,12975.72,Delivered,Wallet
1114,789,2024-06-07,6073.63,Delivered,UPI
1115,620,2023-07-20,1253.68,Delivered,Debit Card
1116,213,2025-02-17,978.42,Delivered,UPI
1117,607,2024-04-05,2091.85,Delivered,UPI
1118,607,2024-07-03,11280.44,Delivered,Debit Card
1119,537,2023-05-11,860.83,Delivered,Credit Card
1120,607,2024-09-19,1435.93,Delivered,Credit Card
1121,213,2025-07-03,1487.12,Delivered,UPI
1122,457,2024-06-28,7376.17,Delivered,UPI
1123,607,2023-02-07,2079.01,Delivered,UPI
1124,435,2024-07-26,1192.22,Delivered,Debit Card
1125,642,2023-02-21,1598.1,Delivered,Debit Card
1126,607,2023-04-06,17693.86,Delivered,Wallet
1127,471,2023-05-15,2311.8,Delivered,UPI
1128,607,2025-03-26,6184.28,Delivered,Credit Card
1129,505,2025-09-19,1979.84,Delivered,COD
1130,457,2023-11-05,7652.07,Delivered,Debit Card
1131,658,2025-05-16,4581.27,Delivered,Credit Card
1132,608,2025-11-01,687.87,Delivered,COD
1133,435,2024-01-10,9980.77,Delivered,Debit Card
1134,607,2023-11-09,1890.38,Delivered,UPI
1135,607,2024-03-08,6103.42,Delivered,UPI
1136,435,2024-10-25,5790.02,Delivered,UPI
1137,607,2025-08-27,1581.58,Delivered,Debit Card
1138,435,2023-05-18,7851.94,Delivered,UPI
1139,607,2023-02-07,9376.99,Delivered,UPI
1140,98,2025-12-07,2034.73,Delivered,Credit Card
1141,607,2025-06-15,6752.69,Delivered,Debit Card
1142,658,2023-08-25,7966.65,Delivered,Debit Card
1143,607,2024-08-02,1909.41,Delivered,Credit Card
1144,789,2023-07-02,662.54,Delivered,Credit Card
1145,560,2025-03-01,975.62,Delivered,Wallet
1146,435,2023-10-09,1890.59,Delivered,Credit Card
1147,793,2023-06-10,10838.35,Delivered,COD
1148,435,2023-05-30,7457.72,Delivered,COD
1149,789,2023-12-17,1846.46,Delivered,UPI
1150,607,2024-07-06,201.28,Delivered,UPI
1151,513,2023-03-30,9178.16,Delivered,Credit Card
1152,786,2025-02-20,3683.39,Delivered,Wallet
1153,607,2025-03-13,3961.83,Delivered,UPI
1154,276,2025-01-08,184.15,Delivered,Credit Card
1155,789,2023-04-09,5827.88,Delivered,COD
1156,132,2025-10-30,3415.03,Delivered,Debit Card
1157,607,2023-07-03,903.83,Delivered,Debit Card
1158,607,2023-04-07,9275.97,Delivered,UPI
1159,68,2023-08-09,686.56,Delivered,UPI
1160,189,2025-05-26,1961.83,Cancelled,COD
1161,562,2023-12-21,8274.63,Delivered,COD
1162,435,2023-02-03,2453.85,Returned,UPI
1163,632,2025-04-27,3346.61,Delivered,COD
1164,457,2024-04-10,1021.31,Returned,Credit Card
1165,435,2023-03-24,9464.31,Delivered,COD
1166,451,2023-04-07,13937.47,Delivered,UPI
1167,607,2023-08-13,1534.6,Delivered,Credit Card
1168,607,2023-02-13,1482.86,Delivered,UPI
1169,435,2025-02-22,1677.89,Delivered,COD
1170,460,2025-02-05,1562.18,Delivered,Debit Card
1171,208,2024-03-04,2706.5,Delivered,UPI
1172,607,2025-03-28,1204.23,Delivered,UPI
1173,607,2024-08-08,11280.52,Delivered,UPI
1174,789,2025-06-02,4809.9,Delivered,UPI
1175,607,2023-11-18,3205.68,Delivered,UPI
1176,48,2023-08-19,1337.3,Delivered,Debit Card
1177,420,2023-08-13,1731.84,Delivered,Credit Card
1178,607,2025-10-16,6983.43,Delivered,Credit Card
1179,607,2023-09-22,2351.82,Delivered,UPI
1180,435,2023-05-11,1306.16,Delivered,UPI
1181,607,2024-07-22,1302.86,Delivered,Credit Card
1182,420,2025-05-14,5850.02,Delivered,Credit Card
1183,159,2023-01-08,1226.7,Delivered,UPI
1184,435,2024-12-28,4354.91,Delivered,Credit Card
1185,607,2025-02-28,1019.64,Delivered,Debit Card
1186,435,2025-07-20,3548.71,Delivered,UPI
1187,607,2023-07-23,8863.07,Delivered,Debit Card
1188,559,2025-05-15,9502.79,Delivered,Debit Card
1189,435,2025-04-19,6204.62,Delivered,UPI
1190,607,2025-03-28,1044.73,Delivered,Credit Card
1191,607,2023-02-16,4487.65,Delivered,Credit Card
1192,457,2025-07-25,6127.75,Delivered,UPI
1193,607,2024-05-11,2588.77,Delivered,UPI
1194,111,2023-12-08,12384.5,Returned,Debit Card
1195,582,2024-01-25,8387.42,Returned,COD
1196,444,2023-04-05,18402.78,Delivered,Debit Card
1197,164,2024-08-25,8354.51,Delivered,Credit Card
1198,451,2025-02-01,3202.93,Delivered,COD
1199,607,2025-03-31,700.5,Delivered,COD
1200,760,2025-06-12,589.16,Delivered,COD
1201,444,2024-06-13,7327.92,Delivered,Credit Card
1202,435,2024-05-25,13622.38,Delivered,Credit Card
1203,435,2023-10-21,1949.3,Delivered,Debit Card
1204,435,2023-12-15,400.14,Delivered,Debit Card
1205,751,2023-06-22,391.32,Delivered,Credit Card
1206,607,2024-07-05,2901.93,Delivered,Credit Card
1207,788,2023-03-17,753.12,Delivered,UPI
1208,155,2024-01-09,1401.0,Delivered,Credit Card
1209,607,2024-01-12,2417.02,Delivered,UPI
1210,607,2023-08-08,5744.33,Delivered,UPI
1211,156,2024-09-27,1549.92,Delivered,UPI
1212,607,2024-11-30,3002.63,Delivered,UPI
1213,320,2023-06-24,5687.07,Delivered,Credit Card
1214,457,2025-11-27,7837.1,Delivered,Debit Card
1215,698,2023-06-01,7294.78,Delivered,COD
1216,712,2023-08-03,9563.34,Delivered,UPI
1217,600,2024-11-20,13205.38,Delivered,Credit Card
1218,607,2025-08-09,3673.91,Delivered,Wallet
1219,703,2024-09-21,2264.78,Delivered,UPI
1220,607,2024-08-03,932.4,Delivered,UPI
1221,487,2025-06-19,5304.79,Delivered,UPI
1222,435,2025-05-31,16459.3,Delivered,UPI
1223,79,2024-05-06,833.11,Delivered,Credit Card
1224,79,2024-12-03,610.39,Delivered,COD
1225,559,2025-08-03,9704.51,Returned,Wallet
1226,607,2025-05-09,2402.34,Delivered,UPI
1227,789,2023-01-08,1305.92,Delivered,Credit Card
1228,607,2024-11-04,1377.12,Delivered,Credit Card
1229,789,2023-09-03,4155.64,Delivered,COD
1230,607,2024-04-24,11733.9,Delivered,UPI
1231,607,2024-12-15,2959.13,Delivered,UPI
1232,156,2024-07-11,542.62,Delivered,UPI
1233,607,2024-09-25,12506.64,Delivered,UPI
1234,680,2024-06-26,4743.16,Returned,COD
1235,149,2025-03-28,522.88,Delivered,Credit Card
1236,607,2025-03-11,2524.08,Returned,COD
1237,607,2024-03-18,652.68,Delivered,Debit Card
1238,639,2023-03-26,6854.09,Returned,Debit Card
1239,598,2023-05-21,955.66,Delivered,Credit Card
1240,607,2024-08-23,464.56,Delivered,COD
1241,208,2023-10-18,3715.64,Delivered,Wallet
1242,166,2024-12-24,1028.83,Delivered,UPI
1243,509,2023-09-27,3329.16,Delivered,UPI
1244,435,2025-04-27,2157.72,Delivered,UPI
1245,607,2024-06-14,1772.08,Delivered,UPI
1246,607,2023-03-31,6866.24,Delivered,UPI
1247,435,2025-12-16,6182.32,Delivered,Credit Card
1248,658,2024-11-04,2800.64,Delivered,UPI
1249,487,2023-07-04,5859.81,Delivered,UPI
1250,435,2025-12-25,5549.49,Delivered,Wallet
1251,689,2025-11-20,302.59,Delivered,UPI
1252,727,2023-06-24,4728.27,Delivered,UPI
1253,607,2024-07-22,2016.19,Returned,Credit Card
1254,784,2023-02-02,13519.58,Delivered,COD
1255,607,2024-06-20,1815.0,Delivered,Debit Card
1256,607,2023-06-28,13842.78,Returned,UPI
1257,423,2023-12-21,983.55,Delivered,UPI
1258,140,2023-07-03,6220.23,Delivered,Debit Card
1259,598,2024-04-04,11633.46,Delivered,Wallet
1260,457,2023-08-08,2469.92,Delivered,Debit Card
1261,707,2025-04-19,7592.82,Delivered,Credit Card
1262,607,2025-06-24,2666.35,Delivered,COD
1263,202,2025-09-16,3346.06,Delivered,Wallet
1264,607,2023-11-05,3902.69,Delivered,UPI
1265,107,2023-09-11,5058.91,Delivered,UPI
1266,789,2024-08-11,9310.12,Delivered,Credit Card
1267,768,2025-01-29,19078.94,Delivered,UPI
1268,607,2025-10-31,1029.97,Delivered,Credit Card
1269,607,2023-01-28,4077.92,Delivered,UPI
1270,658,2023-04-15,651.24,Delivered,Debit Card
1271,607,2023-09-04,1862.37,Delivered,UPI
1272,509,2025-08-23,1108.04,Delivered,UPI
1273,444,2023-11-13,5383.0,Returned,UPI
1274,789,2025-01-20,3142.27,Delivered,COD
1275,607,2025-02-26,2296.85,Delivered,Debit Card
1276,263,2024-05-18,2491.55,Delivered,Credit Card
1277,435,2025-12-06,1214.95,Returned,COD
1278,607,2025-05-20,12344.84,Delivered,Debit Card
1279,607,2024-04-18,9130.06,Delivered,Debit Card
1280,559,2025-05-19,2265.13,Delivered,COD
1281,607,2025-02-01,5513.58,Delivered,COD
1282,562,2025-06-10,5582.88,Delivered,Debit Card
1283,600,2025-12-24,2070.91,Delivered,Wallet
1284,444,2024-01-06,5812.15,Delivered,Credit Card
1285,114,2024-02-27,984.46,Delivered,Wallet
1286,607,2023-04-17,8596.93,Delivered,Credit Card
1287,444,2025-08-29,8609.04,Delivered,UPI
1288,607,2025-06-12,5090.0,Delivered,COD
1289,600,2023-06-03,9973.36,Delivered,COD
1290,607,2023-01-17,5137.3,Delivered,UPI
1291,32,2023-07-15,699.06,Delivered,Wallet
1292,435,2025-07-11,6558.37,Delivered,Credit Card
1293,114,2025-06-21,1976.49,Delivered,UPI
1294,648,2023-11-17,5010.46,Delivered,COD
1295,451,2023-04-08,12399.32,Delivered,UPI
1296,435,2025-05-07,3321.0,Delivered,Debit Card
1297,574,2024-09-04,4176.08,Delivered,COD
1298,607,2024-04-08,5969.83,Delivered,Wallet
1299,607,2024-05-17,1308.43,Delivered,UPI
1300,469,2023-09-08,2958.85,Delivered,UPI
1301,58,2023-06-04,2524.59,Delivered,Credit Card
1302,311,2023-07-20,3025.92,Delivered,Debit Card
1303,607,2025-02-23,3029.3,Delivered,UPI
1304,435,2024-12-25,2127.74,Delivered,Debit Card
1305,159,2025-09-20,2287.12,Delivered,COD
1306,159,2024-10-20,1737.29,Delivered,Debit Card
1307,2,2023-12-15,647.73,Delivered,Debit Card
1308,607,2025-06-06,8055.57,Delivered,UPI
1309,208,2023-10-04,202.86,Delivered,Credit Card
1310,607,2024-10-15,6939.88,Delivered,Debit Card
1311,607,2024-01-22,4414.65,Delivered,Debit Card
1312,607,2023-12-15,2242.68,Delivered,COD
1313,607,2025-01-09,4051.11,Delivered,Credit Card
1314,607,2023-06-22,1073.58,Delivered,Credit Card
1315,380,2025-05-09,1084.56,Delivered,Wallet
1316,435,2025-05-06,4362.52,Delivered,COD
1317,607,2025-05-17,6538.0,Delivered,UPI
1318,215,2023-07-23,11640.68,Delivered,Credit Card
1319,607,2025-06-22,5104.61,Delivered,UPI
1320,789,2024-11-17,10616.84,Delivered,COD
1321,386,2024-06-29,1866.25,Delivered,UPI
1322,559,2023-03-08,1041.74,Delivered,Debit Card
1323,607,2025-12-06,1318.62,Delivered,UPI
1324,607,2023-09-27,6806.63,Delivered,Debit Card
1325,607,2023-08-14,4915.03,Delivered,UPI
1326,607,2023-03-16,574.49,Delivered,UPI
1327,435,2023-09-04,677.0,Delivered,Credit Card
1328,233,2023-06-16,2721.6,Delivered,Debit Card
1329,607,2024-09-15,2328.59,Delivered,Debit Card
1330,607,2025-07-21,4468.11,Delivered,UPI
1331,93,2023-01-31,1903.48,Delivered,Credit Card
1332,343,2024-04-22,1556.06,Delivered,Credit Card
1333,204,2024-04-25,1302.71,Delivered,Wallet
1334,189,2024-01-03,3759.4,Delivered,UPI
1335,789,2024-05-17,10327.98,Delivered,COD
1336,462,2023-01-12,2078.14,Delivered,Credit Card
1337,658,2023-10-18,4880.7,Cancelled,COD
1338,304,2023-04-09,6165.54,Delivered,UPI
1339,774,2023-03-03,2378.82,Delivered,Debit Card
1340,457,2023-08-19,2289.11,Delivered,Debit Card
1341,607,2024-02-03,1917.07,Delivered,Debit Card
1342,343,2024-01-01,2825.47,Delivered,UPI
1343,145,2023-02-08,3329.05,Delivered,Debit Card
1344,607,2024-09-23,4523.25,Delivered,UPI
1345,646,2024-05-12,3780.34,Delivered,COD
1346,607,2025-04-21,3174.47,Delivered,UPI
1347,607,2025-12-10,5875.15,Delivered,Credit Card
1348,607,2024-05-22,6562.32,Delivered,UPI
1349,607,2024-05-30,1415.4,Delivered,COD
1350,712,2023-01-10,9339.28,Delivered,COD
1351,607,2023-03-11,21716.36,Delivered,COD
1352,607,2024-11-05,24930.54,Delivered,Debit Card
1353,658,2023-03-11,1300.97,Delivered,Debit Card
1354,549,2024-11-13,2449.56,Delivered,Wallet
1355,435,2023-01-27,6870.87,Delivered,UPI
1356,202,2024-11-14,27752.1,Delivered,COD
1357,7,2023-01-11,8381.41,Delivered,Debit Card
1358,98,2023-06-10,2179.74,Returned,UPI
1359,189,2023-06-11,1424.25,Delivered,Debit Card
1360,228,2023-08-28,11499.79,Delivered,Wallet
1361,457,2023-02-19,2259.87,Delivered,Debit Card
1362,208,2023-02-13,2425.15,Delivered,Debit Card
1363,435,2024-04-29,837.41,Delivered,UPI
1364,607,2025-11-04,5507.82,Delivered,COD
1365,607,2024-07-31,4365.96,Delivered,COD
1366,600,2023-04-07,8024.77,Delivered,UPI
1367,607,2024-07-12,22279.2,Delivered,UPI
1368,607,2024-08-15,7528.48,Delivered,Credit Card
1369,607,2025-01-14,1090.69,Delivered,UPI
1370,509,2023-01-13,2292.89,Delivered,UPI
1371,607,2023-06-29,7326.32,Delivered,Debit Card
1372,68,2023-10-21,3344.75,Delivered,UPI
1373,159,2025-03-14,1328.58,Delivered,UPI
1374,509,2023-10-08,1830.98,Delivered,UPI
1375,557,2024-12-18,2741.88,Delivered,Credit Card
1376,159,2025-04-16,1353.04,Delivered,UPI
1377,457,2024-02-07,3899.95,Delivered,UPI
1378,712,2023-07-12,1348.73,Delivered,UPI
1379,607,2025-02-07,5879.64,Delivered,Wallet
1380,7,2024-09-07,8333.61,Delivered,COD
1381,607,2025-08-28,1874.09,Delivered,COD
1382,642,2025-09-08,1846.58,Delivered,UPI
1383,457,2024-10-21,2691.53,Delivered,UPI
1384,422,2024-01-09,2421.07,Delivered,UPI
1385,712,2023-05-25,2175.39,Delivered,Debit Card
1386,435,2024-12-01,1111.51,Delivered,UPI
1387,789,2024-03-28,4220.62,Delivered,UPI
1388,559,2023-06-04,2327.06,Delivered,Credit Card
1389,607,2025-02-14,4728.89,Delivered,COD
1390,457,2025-01-21,4967.24,Delivered,Credit Card
1391,435,2024-12-31,2137.93,Delivered,Debit Card
1392,789,2025-09-19,4157.43,Delivered,Debit Card
1393,133,2023-10-20,13527.06,Returned,COD
1394,162,2024-11-26,1209.67,Delivered,UPI
1395,92,2025-12-23,6233.98,Delivered,Debit Card
1396,489,2023-04-12,6751.42,Delivered,Credit Card
1397,648,2023-01-08,2605.71,Delivered,COD
1398,642,2025-03-31,7561.27,Delivered,UPI
1399,208,2025-01-04,1182.78,Cancelled,COD
1400,34,2025-03-02,10880.33,Delivered,Credit Card
1401,39,2024-02-18,31679.36,Delivered,UPI
1402,513,2023-04-10,4989.3,Returned,Credit Card
1403,789,2025-09-19,5880.83,Delivered,COD
1404,607,2025-10-04,16875.02,Delivered,UPI
1405,435,2024-04-22,7891.98,Delivered,Wallet
1406,703,2024-09-24,9394.28,Delivered,UPI
1407,319,2023-11-22,503.59,Delivered,UPI
1408,435,2023-12-06,1601.05,Delivered,Credit Card
1409,607,2023-06-27,11720.22,Delivered,UPI
1410,457,2025-08-28,1362.59,Delivered,UPI
1411,451,2024-10-09,32784.6,Returned,COD
1412,789,2024-03-06,5562.71,Delivered,Credit Card
1413,435,2024-03-06,4711.54,Delivered,Credit Card
1414,396,2023-02-27,3016.8,Delivered,Debit Card
1415,607,2025-09-27,2531.73,Delivered,UPI
1416,607,2024-04-18,1861.9,Delivered,UPI
1417,607,2025-04-27,6219.83,Delivered,COD
1418,789,2024-10-13,1877.9,Delivered,Credit Card
1419,457,2023-06-06,13987.47,Delivered,UPI
1420,435,2025-12-29,1803.07,Delivered,Debit Card
1421,607,2024-09-11,6594.52,Delivered,COD
1422,607,2024-09-02,3501.15,Delivered,COD
1423,8,2023-11-25,6777.39,Delivered,Debit Card
1424,208,2024-09-15,322.52,Delivered,Debit Card
1425,607,2024-06-04,3167.25,Delivered,Credit Card
1426,607,2024-12-31,2664.0,Delivered,Credit Card
1427,307,2025-06-24,2894.05,Delivered,UPI
1428,339,2023-04-30,3374.59,Delivered,Debit Card
1429,451,2023-02-28,7718.39,Delivered,COD
1430,607,2023-09-20,11982.21,Delivered,UPI
1431,468,2024-08-24,954.93,Delivered,UPI
1432,607,2023-04-18,5239.56,Delivered,UPI
1433,208,2024-01-10,427.01,Delivered,Credit Card
1434,559,2024-10-24,3370.45,Delivered,UPI
1435,564,2025-08-18,1317.62,Delivered,Debit Card
1436,731,2024-08-21,139.74,Delivered,Debit Card
1437,607,2024-10-10,1850.17,Delivered,UPI
1438,607,2025-09-10,3748.15,Delivered,Wallet
1439,607,2025-09-22,1937.28,Delivered,COD
1440,509,2023-10-20,1980.39,Cancelled,COD
1441,444,2025-10-25,16376.32,Delivered,Credit Card
1442,607,2023-10-16,645.86,Delivered,UPI
1443,68,2023-04-05,1273.77,Delivered,COD
1444,795,2024-05-13,1367.63,Delivered,Debit Card
1445,277,2024-09-03,2538.72,Delivered,COD
1446,61,2025-07-18,6631.18,Delivered,Debit Card
1447,564,2025-03-09,1635.18,Delivered,Wallet
1448,650,2025-01-29,2253.05,Delivered,UPI
1449,607,2024-11-25,6346.71,Delivered,Debit Card
1450,226,2025-05-06,4837.05,Delivered,Wallet
1451,435,2025-08-21,5167.33,Delivered,Debit Card
1452,435,2025-10-15,712.04,Delivered,COD
1453,208,2023-02-09,163.57,Delivered,Credit Card
1454,607,2024-02-07,5797.97,Delivered,Debit Card
1455,548,2023-08-11,12720.22,Delivered,Credit Card
1456,607,2025-07-13,1586.76,Delivered,Wallet
1457,607,2023-02-26,15531.15,Delivered,UPI
1458,487,2025-09-14,2750.4,Delivered,Debit Card
1459,435,2023-06-20,4551.98,Delivered,COD
1460,74,2023-10-23,1519.37,Delivered,UPI
1461,435,2023-06-02,2619.87,Delivered,Credit Card
1462,607,2023-06-26,8110.38,Delivered,COD
1463,159,2025-12-02,6182.9,Delivered,Credit Card
1464,444,2025-09-19,12971.37,Delivered,Wallet
1465,607,2024-08-09,2361.21,Delivered,UPI
1466,607,2023-04-16,5994.74,Delivered,Credit Card
1467,577,2023-06-03,5820.33,Delivered,UPI
1468,607,2025-03-10,2003.86,Delivered,Debit Card
1469,607,2025-04-03,3406.64,Delivered,UPI
1470,457,2023-02-16,4817.41,Delivered,Debit Card
1471,607,2023-03-24,3471.91,Delivered,COD
1472,607,2023-10-16,3114.6,Delivered,UPI
1473,614,2023-10-31,1649.42,Delivered,UPI
1474,607,2024-08-31,1526.21,Delivered,UPI
1475,703,2023-07-28,1059.42,Delivered,Debit Card
1476,724,2025-06-13,10292.96,Delivered,UPI
1477,608,2024-11-05,6941.88,Delivered,UPI
1478,607,2024-04-02,3474.9,Delivered,UPI
1479,545,2025-04-04,1412.3,Delivered,Debit Card
1480,14,2024-09-18,1931.33,Delivered,Debit Card
1481,789,2025-05-28,7806.55,Delivered,UPI
1482,509,2023-05-22,588.02,Delivered,UPI
1483,509,2023-11-26,1447.86,Delivered,Debit Card
1484,607,2024-01-13,1144.98,Delivered,UPI
1485,108,2023-02-28,2732.93,Delivered,Credit Card
1486,159,2024-08-19,676.4,Delivered,UPI
1487,552,2023-07-05,2609.23,Delivered,Credit Card
1488,607,2024-05-08,3285.91,Delivered,Debit Card
1489,627,2023-04-03,853.33,Delivered,UPI
1490,405,2024-05-13,1885.03,Delivered,UPI
1491,362,2024-01-13,1521.5,Delivered,COD
1492,250,2023-01-01,2248.24,Delivered,UPI
1493,435,2024-11-09,7192.4,Delivered,UPI
1494,607,2023-04-30,6598.56,Delivered,UPI
1495,505,2025-04-13,6003.58,Delivered,Debit Card
1496,568,2025-05-25,1523.77,Delivered,UPI
1497,251,2025-11-15,2029.0,Delivered,UPI
1498,607,2024-05-13,5478.55,Delivered,Debit Card
1499,608,2025-10-02,1816.5,Delivered,Debit Card
1500,435,2024-01-12,1219.9,Delivered,Credit Card
1501,585,2025-08-19,6382.3,Delivered,Wallet
1502,768,2023-08-13,13700.12,Delivered,UPI
1503,607,2024-04-18,14315.94,Delivered,Debit Card
1504,444,2023-08-14,17444.85,Delivered,UPI
1505,435,2025-08-07,3808.39,Delivered,COD
1506,727,2023-10-22,377.27,Cancelled,COD
1507,607,2024-02-08,3905.28,Delivered,Credit Card
1508,262,2024-07-03,8710.53,Delivered,UPI
1509,607,2024-11-18,3374.89,Delivered,Debit Card
1510,607,2024-03-16,23887.04,Delivered,UPI
1511,608,2023-05-06,8820.67,Delivered,UPI
1512,712,2024-09-27,2890.84,Delivered,Credit Card
1513,250,2024-06-21,1637.13,Delivered,UPI
1514,607,2024-02-23,1399.28,Delivered,Credit Card
1515,366,2025-12-03,612.11,Delivered,UPI
1516,424,2024-02-29,2735.11,Delivered,UPI
1517,504,2025-11-08,1055.81,Delivered,UPI
1518,208,2024-03-02,347.16,Delivered,UPI
1519,786,2025-02-25,6403.28,Returned,Credit Card
1520,92,2024-01-26,2631.55,Delivered,Wallet
1521,607,2025-08-31,11923.4,Delivered,Credit Card
1522,607,2024-08-17,13095.4,Delivered,Credit Card
1523,420,2024-08-29,1690.69,Delivered,UPI
1524,607,2023-10-11,4779.43,Delivered,Wallet
1525,457,2023-04-13,3814.77,Delivered,COD
1526,786,2025-10-29,9206.52,Delivered,UPI
1527,607,2024-02-28,4066.39,Delivered,UPI
1528,607,2023-11-16,497.09,Delivered,UPI
1529,200,2023-10-18,6617.36,Delivered,UPI
1530,283,2023-02-12,6526.6,Delivered,Credit Card
1531,607,2024-11-23,1266.36,Delivered,UPI
1532,435,2024-02-16,12774.2,Delivered,COD
1533,68,2024-01-04,1913.69,Delivered,Debit Card
1534,189,2025-11-14,638.36,Delivered,COD
1535,607,2024-06-09,2928.46,Delivered,COD
1536,435,2025-10-28,2137.6,Delivered,UPI
1537,607,2024-12-30,1531.99,Delivered,Debit Card
1538,627,2023-09-14,1937.3,Delivered,Debit Card
1539,544,2025-04-02,191.17,Returned,UPI
1540,658,2024-02-03,681.05,Delivered,Credit Card
1541,779,2023-01-02,5746.72,Delivered,Credit Card
1542,451,2024-08-29,10632.99,Delivered,UPI
1543,789,2023-08-22,2038.76,Delivered,COD
1544,435,2025-10-03,4211.05,Delivered,UPI
1545,423,2023-11-02,390.54,Delivered,Wallet
1546,607,2025-10-17,16968.29,Delivered,Debit Card
1547,451,2024-09-16,19228.97,Delivered,Credit Card
1548,159,2025-11-18,5157.9,Delivered,UPI
1549,607,2024-05-07,5629.38,Delivered,UPI
1550,607,2024-11-21,3426.97,Delivered,COD
1551,627,2024-02-08,3791.72,Delivered,UPI
1552,662,2023-01-10,426.84,Delivered,UPI
1553,607,2023-01-10,1187.74,Delivered,UPI
1554,689,2025-08-08,3709.69,Delivered,Debit Card
1555,98,2023-03-01,613.76,Delivered,UPI
1556,607,2023-04-15,4943.28,Delivered,Credit Card
1557,526,2023-06-15,802.08,Delivered,Debit Card
1558,607,2025-07-18,2453.99,Delivered,Debit Card
1559,607,2023-10-15,6282.87,Delivered,COD
1560,481,2025-06-24,3428.57,Delivered,Credit Card
1561,712,2023-06-01,4833.78,Delivered,Credit Card
1562,607,2025-12-22,6650.13,Delivered,Wallet
1563,536,2023-10-24,6070.11,Delivered,Credit Card
1564,476,2024-08-07,8736.99,Delivered,Debit Card
1565,271,2023-09-17,4563.57,Delivered,Credit Card
1566,574,2024-05-19,11683.06,Returned,Credit Card
1567,237,2023-04-15,1157.52,Delivered,UPI
1568,627,2023-04-24,2148.13,Delivered,UPI
1569,32,2024-12-13,3026.6,Delivered,UPI
1570,789,2024-10-04,926.61,Delivered,UPI
1571,607,2024-02-08,5559.51,Delivered,Debit Card
1572,607,2023-01-26,2344.81,Delivered,Credit Card
1573,789,2025-08-28,1747.04,Delivered,COD
1574,435,2023-08-02,4420.2,Returned,UPI
1575,661,2024-09-14,2194.96,Delivered,UPI
1576,674,2023-08-27,3874.81,Delivered,Debit Card
1577,435,2025-06-21,6100.91,Delivered,Credit Card
1578,607,2024-08-14,1473.49,Delivered,Debit Card
1579,746,2023-07-18,7002.58,Delivered,Debit Card
1580,272,2025-09-16,275.29,Delivered,Wallet
1581,655,2024-04-11,2915.18,Delivered,Credit Card
1582,333,2024-04-01,6115.39,Delivered,UPI
1583,607,2025-09-10,4077.38,Delivered,UPI
1584,435,2023-10-04,2556.07,Delivered,UPI
1585,789,2025-12-30,7737.0,Delivered,Debit Card
1586,433,2024-12-22,503.94,Delivered,Credit Card
1587,607,2024-03-08,44270.87,Delivered,Credit Card
1588,159,2023-08-24,341.32,Delivered,Credit Card
1589,379,2023-03-17,999.24,Delivered,Debit Card
1590,457,2025-01-30,969.92,Delivered,Credit Card
1591,607,2024-03-22,477.69,Delivered,Debit Card
1592,435,2024-01-13,7324.18,Delivered,UPI
1593,435,2024-06-18,9450.85,Delivered,UPI
1594,607,2023-04-05,3490.18,Delivered,Debit Card
1595,34,2023-07-10,2084.46,Delivered,Credit Card
1596,607,2024-08-24,15227.45,Delivered,Wallet
1597,435,2024-07-03,5317.44,Delivered,UPI
1598,607,2023-05-14,4969.62,Delivered,Wallet
1599,591,2023-06-05,6872.51,Delivered,Debit Card
1600,559,2025-02-21,1259.0,Delivered,Debit Card
1601,607,2024-01-28,7037.46,Delivered,Debit Card
1602,608,2024-04-16,3027.44,Delivered,Wallet
