delivery_id,order_id,delivery_time,delivery_status
1231,1231,4,Delivered
1232,1232,4,Delivered
1233,1233,3,Delivered
1234,1234,5,Returned
1235,1235,5,Delivered
1236,1236,8,Returned
1237,1237,5,Delivered
1238,1238,6,Returned
1239,1239,5,Delivered
1240,1240,5,Delivered
1241,1241,4,Delivered
1242,1242,4,Delivered
1243,1243,4,Delivered
1244,1244,3,Delivered
1245,1245,4,Delivered
1246,1246,2,Delivered
1247,1247,3,Delivered
1248,1248,4,Delivered
1249,1249,4,Delivered
1250,1250,7,Delivered
1251,1251,4,Delivered
1252,1252,5,Delivered
1253,1253,5,Returned
1254,1254,2,Delivered
1255,1255,2,Delivered
1256,1256,7,Returned
1257,1257,2,Delivered
1258,1258,5,Delivered
1259,1259,7,Delivered
1260,1260,4,Delivered
1261,1261,8,Delivered
1262,1262,4,Delivered
1263,1263,7,Delivered
1264,1264,5,Delivered
1265,1265,4,Delivered
1266,1266,3,Delivered
1267,1267,5,Delivered
1268,1268,2,Delivered
1269,1269,3,Delivered
1270,1270,2,Delivered
1271,1271,5,Delivered
1272,1272,8,Delivered
1273,1273,8,Returned
1274,1274,5,Delivered
1275,1275,5,Delivered
1276,1276,8,Delivered
1277,1277,9,Returned
1278,1278,5,Delivered
1279,1279,4,Delivered
1280,1280,3,Delivered
1281,1281,5,Delivered
1282,1282,4,Delivered
1283,1283,5,Delivered
1284,1284,6,Delivered
1285,1285,4,Delivered
1286,1286,5,Delivered
1287,1287,3,Delivered
1288,1288,2,Delivered
1289,1289,7,Delivered
1290,1290,4,Delivered
1291,1291,6,Delivered
1292,1292,6,Delivered
1293,1293,3,Delivered
1294,1294,3,Delivered
1295,1295,5,Delivered
1296,1296,5,Delivered
1297,1297,2,Delivered
1298,1298,4,Delivered
1299,1299,4,Delivered
1300,1300,4,Delivered
1301,1301,4,Delivered
1302,1302,4,Delivered
1303,1303,2,Delivered
1304,1304,6,Delivered
1305,1305,5,Delivered
1306,1306,3,Delivered
1307,1307,3,Delivered
1308,1308,5,Delivered
1309,1309,7,Delivered
1310,1310,4,Delivered
1311,1311,4,Delivered
1312,1312,7,Delivered
1313,1313,2,Delivered
1314,1314,5,Delivered
1315,1315,5,Delivered
1316,1316,3,Delivered
1317,1317,3,Delivered
1318,1318,2,Delivered
1319,1319,3,Delivered
1320,1320,4,Delivered
1321,1321,2,Delivered
1322,1322,7,Delivered
1323,1323,6,Delivered
1324,1324,5,Delivered
1325,1325,3,Delivered
1326,1326,4,Delivered
1327,1327,3,Delivered
1328,1328,4,Delivered
1329,1329,2,Delivered
1330,1330,7,Delivered
1331,1331,3,Delivered
1332,1332,5,Delivered
1333,1333,8,Delivered
1334,1334,4,Delivered
1335,1335,4,Delivered
1336,1336,4,Delivered
1337,1337,0,Cancelled
1338,1338,5,Delivered
1339,1339,4,Delivered
1340,1340,7,Delivered
1341,1341,2,Delivered
1342,1342,4,Delivered
1343,1343,6,Delivered
1344,1344,2,Delivered
1345,1345,5,Delivered
1346,1346,3,Delivered
1347,1347,6,Delivered
1348,1348,4,Delivered
1349,1349,2,Delivered
1350,1350,3,Delivered
1351,1351,6,Delivered
1352,1352,7,Delivered
1353,1353,4,Delivered
1354,1354,4,Delivered
1355,1355,2,Delivered
1356,1356,2,Delivered
1357,1357,4,Delivered
1358,1358,6,Returned
1359,1359,4,Delivered
1360,1360,5,Delivered
1361,1361,5,Delivered
1362,1362,6,Delivered
1363,1363,2,Delivered
1364,1364,5,Delivered
1365,1365,4,Delivered
1366,1366,4,Delivered
1367,1367,5,Delivered
1368,1368,7,Delivered
1369,1369,6,Delivered
1370,1370,4,Delivered
1371,1371,4,Delivered
1372,1372,5,Delivered
1373,1373,5,Delivered
1374,1374,4,Delivered
1375,1375,2,Delivered
1376,1376,2,Delivered
1377,1377,4,Delivered
1378,1378,3,Delivered
1379,1379,4,Delivered
1380,1380,4,Delivered
1381,1381,5,Delivered
1382,1382,7,Delivered
1383,1383,3,Delivered
1384,1384,3,Delivered
1385,1385,6,Delivered
1386,1386,3,Delivered
1387,1387,3,Delivered
1388,1388,2,Delivered
1389,1389,4,Delivered
1390,1390,4,Delivered
1391,1391,4,Delivered
1392,1392,5,Delivered
1393,1393,7,Returned
1394,1394,6,Delivered
1395,1395,4,Delivered
1396,1396,4,Delivered
1397,1397,2,Delivered
1398,1398,3,Delivered
1399,1399,0,Cancelled
1400,1400,3,Delivered
1401,1401,3,Delivered
1402,1402,7,Returned
1403,1403,4,Delivered
1404,1404,2,Delivered
1405,1405,7,Delivered
1406,1406,4,Delivered
1407,1407,5,Delivered
1408,1408,7,Delivered
1409,1409,3,Delivered
1410,1410,8,Delivered
1411,1411,7,Returned
1412,1412,5,Delivered
1413,1413,3,Delivered
1414,1414,2,Delivered
1415,1415,4,Delivered
1416,1416,4,Delivered
1417,1417,4,Delivered
1418,1418,3,Delivered
1419,1419,5,Delivered
1420,1420,3,Delivered
1421,1421,6,Delivered
1422,1422,4,Delivered
1423,1423,4,Delivered
1424,1424,3,Delivered
1425,1425,3,Delivered
1426,1426,4,Delivered
1427,1427,4,Delivered
1428,1428,5,Delivered
1429,1429,2,Delivered
1430,1430,3,Delivered
1431,1431,4,Delivered
1432,1432,5,Delivered
1433,1433,6,Delivered
1434,1434,2,Delivered
1435,1435,5,Delivered
1436,1436,4,Delivered
1437,1437,5,Delivered
1438,1438,5,Delivered
1439,1439,5,Delivered
1440,1440,0,Cancelled
1441,1441,5,Delivered
1442,1442,5,Delivered
1443,1443,3,Delivered
1444,1444,4,Delivered
1445,1445,4,Delivered
1446,1446,3,Delivered
1447,1447,4,Delivered
1448,1448,4,Delivered
1449,1449,6,Delivered
1450,1450,3,Delivered
1451,1451,3,Delivered
1452,1452,5,Delivered
1453,1453,4,Delivered
1454,1454,5,Delivered
1455,1455,4,Delivered
1456,1456,5,Delivered
1457,1457,4,Delivered
1458,1458,4,Delivered
1459,1459,3,Delivered
1460,1460,3,Delivered
1461,1461,6,Delivered
1462,1462,3,Delivered
1463,1463,3,Delivered
1464,1464,3,Delivered
1465,1465,3,Delivered
1466,1466,5,Delivered
1467,1467,3,Delivered
1468,1468,3,Delivered
1469,1469,2,Delivered
1470,1470,3,Delivered
1471,1471,3,Delivered
1472,1472,3,Delivered
1473,1473,4,Delivered
1474,1474,6,Delivered
1475,1475,2,Delivered
1476,1476,3,Delivered
1477,1477,4,Delivered
1478,1478,6,Delivered
1479,1479,4,Delivered
1480,1480,4,Delivered
1481,1481,5,Delivered
1482,1482,4,Delivered
1483,1483,4,Delivered
1484,1484,4,Delivered
1485,1485,5,Delivered
1486,1486,6,Delivered
1487,1487,2,Delivered
1488,1488,3,Delivered
1489,1489,3,Delivered
1490,1490,4,Delivered
1491,1491,3,Delivered
1492,1492,2,Delivered
1493,1493,4,Delivered
1494,1494,4,Delivered
1495,1495,5,Delivered
1496,1496,3,Delivered
1497,1497,5,Delivered
1498,1498,3,Delivered
1499,1499,4,Delivered
1500,1500,4,Delivered
1501,1501,3,Delivered
1502,1502,3,Delivered
1503,1503,2,Delivered
1504,1504,8,Delivered
1505,1505,5,Delivered
1506,1506,0,Cancelled
1507,1507,3,Delivered
1508,1508,4,Delivered
1509,1509,2,Delivered
1510,1510,2,Delivered
1511,1511,3,Delivered
1512,1512,4,Delivered
1513,1513,4,Delivered
1514,1514,4,Delivered
1515,1515,8,Delivered
1516,1516,4,Delivered
1517,1517,4,Delivered
1518,1518,4,Delivered
1519,1519,7,Returned
1520,1520,7,Delivered
1521,1521,3,Delivered
1522,1522,4,Delivered
1523,1523,3,Delivered
1524,1524,3,Delivered
1525,1525,2,Delivered
1526,1526,4,Delivered
1527,1527,3,Delivered
1528,1528,5,Delivered
1529,1529,4,Delivered
1530,1530,4,Delivered
1531,1531,5,Delivered
1532,1532,4,Delivered
1533,1533,4,Delivered
1534,1534,4,Delivered
1535,1535,4,Delivered
1536,1536,8,Delivered
1537,1537,4,Delivered
1538,1538,4,Delivered
1539,1539,8,Returned
1540,1540,5,Delivered
1541,1541,4,Delivered
1542,1542,4,Delivered
1543,1543,4,Delivered
1544,1544,4,Delivered
1545,1545,2,Delivered
1546,1546,5,Delivered
1547,1547,7,Delivered
1548,1548,4,Delivered
1549,1549,4,Delivered
1550,1550,2,Delivered
1551,1551,3,Delivered
1552,1552,5,Delivered
1553,1553,3,Delivered
1554,1554,4,Delivered
1555,1555,2,Delivered
1556,1556,5,Delivered
1557,1557,3,Delivered
1558,1558,4,Delivered
1559,1559,8,Delivered
1560,1560,4,Delivered
1561,1561,6,Delivered
1562,1562,6,Delivered
1563,1563,2,Delivered
1564,1564,4,Delivered
1565,1565,2,Delivered
1566,1566,6,Returned
1567,1567,4,Delivered
1568,1568,5,Delivered
1569,1569,2,Delivered
1570,1570,4,Delivered
1571,1571,4,Delivered
1572,1572,5,Delivered
1573,1573,4,Delivered
1574,1574,6,Returned
1575,1575,4,Delivered
1576,1576,7,Delivered
1577,1577,4,Delivered
1578,1578,4,Delivered
1579,1579,4,Delivered
1580,1580,5,Delivered
1581,1581,3,Delivered
1582,1582,6,Delivered
1583,1583,7,Delivered
1584,1584,4,Delivered
1585,1585,7,Delivered
1586,1586,5,Delivered
1587,1587,5,Delivered
1588,1588,3,Delivered
1589,1589,5,Delivered
1590,1590,6,Delivered
1591,1591,4,Delivered
1592,1592,4,Delivered
1593,1593,3,Delivered
1594,1594,3,Delivered
1595,1595,4,Delivered
1596,1596,3,Delivered
1597,1597,4,Delivered
1598,1598,3,Delivered
1599,1599,3,Delivered
1600,1600,5,Delivered
1601,1601,4,Delivered
1602,1602,3,Delivered
1603,1603,4,Delivered
1604,1604,7,Returned
1605,1605,4,Delivered
1606,1606,5,Delivered
1607,1607,5,Returned
1608,1608,6,Delivered
1609,1609,4,Delivered
1610,1610,5,Delivered
1611,1611,4,Delivered
1612,1612,2,Delivered
1613,1613,3,Delivered
1614,1614,6,Delivered
1615,1615,5,Delivered
1616,1616,0,Cancelled
1617,1617,4,Delivered
1618,1618,9,Returned
1619,1619,4,Delivered
1620,1620,3,Delivered
1621,1621,4,Delivered
1622,1622,4,Delivered
1623,1623,2,Delivered
1624,1624,4,Delivered
1625,1625,3,Delivered
1626,1626,7,Delivered
1627,1627,4,Delivered
1628,1628,3,Delivered
1629,1629,4,Delivered
1630,1630,4,Delivered
1631,1631,2,Delivered
1632,1632,4,Delivered
1633,1633,6,Delivered
1634,1634,3,Delivered
1635,1635,4,Delivered
1636,1636,2,Delivered
1637,1637,5,Delivered
1638,1638,4,Delivered
1639,1639,4,Delivered
1640,1640,5,Delivered
1641,1641,3,Delivered
1642,1642,2,Delivered
1643,1643,4,Delivered
1644,1644,5,Delivered
1645,1645,4,Delivered
1646,1646,3,Delivered
1647,1647,4,Delivered
1648,1648,4,Delivered
1649,1649,3,Delivered
1650,1650,3,Delivered
1651,1651,2,Delivered
1652,1652,2,Delivered
1653,1653,4,Delivered
1654,1654,3,Delivered
1655,1655,4,Delivered
1656,1656,8,Delivered
1657,1657,5,Delivered
1658,1658,3,Delivered
1659,1659,4,Delivered
1660,1660,2,Delivered
1661,1661,3,Delivered
1662,1662,5,Delivered
1663,1663,5,Delivered
1664,1664,4,Delivered
1665,1665,2,Delivered
1666,1666,4,Delivered
1667,1667,3,Delivered
1668,1668,3,Delivered
1669,1669,7,Delivered
1670,1670,7,Returned
1671,1671,4,Delivered
1672,1672,3,Delivered
1673,1673,5,Delivered
1674,1674,3,Delivered
1675,1675,5,Delivered
1676,1676,5,Delivered
1677,1677,3,Delivered
1678,1678,7,Delivered
1679,1679,6,Delivered
1680,1680,2,Delivered
1681,1681,5,Delivered
1682,1682,3,Delivered
1683,1683,7,Returned
1684,1684,5,Delivered
1685,1685,4,Delivered
1686,1686,4,Delivered
1687,1687,3,Delivered
1688,1688,2,Delivered
1689,1689,4,Delivered
1690,1690,5,Delivered
1691,1691,3,Delivered
1692,1692,3,Delivered
1693,1693,2,Delivered
1694,1694,3,Delivered
1695,1695,4,Delivered
1696,1696,5,Delivered
1697,1697,3,Delivered
1698,1698,5,Delivered
1699,1699,3,Delivered
1700,1700,5,Delivered
1701,1701,4,Delivered
1702,1702,7,Delivered
1703,1703,4,Delivered
1704,1704,5,Delivered
1705,1705,3,Delivered
1706,1706,8,Delivered
1707,1707,4,Delivered
1708,1708,3,Delivered
1709,1709,4,Delivered
1710,1710,3,Delivered
1711,1711,4,Delivered
1712,1712,5,Returned
1713,1713,5,Delivered
1714,1714,4,Delivered
1715,1715,3,Delivered
1716,1716,6,Delivered
1717,1717,5,Delivered
1718,1718,3,Delivered
1719,1719,6,Delivered
1720,1720,4,Delivered
1721,1721,3,Delivered
1722,1722,4,Delivered
1723,1723,5,Delivered
1724,1724,5,Delivered
1725,1725,5,Delivered
1726,1726,4,Delivered
1727,1727,4,Delivered
1728,1728,4,Delivered
1729,1729,2,Delivered
1730,1730,3,Delivered
1731,1731,3,Delivered
1732,1732,3,Delivered
1733,1733,5,Returned
1734,1734,7,Delivered
1735,1735,4,Delivered
1736,1736,4,Delivered
1737,1737,0,Cancelled
1738,1738,7,Delivered
1739,1739,6,Returned
1740,1740,7,Returned
1741,1741,3,Delivered
1742,1742,4,Delivered
1743,1743,4,Delivered
1744,1744,4,Delivered
1745,1745,4,Delivered
1746,1746,0,Cancelled
1747,1747,4,Delivered
1748,1748,3,Delivered
1749,1749,4,Delivered
1750,1750,5,Delivered
1751,1751,6,Delivered
1752,1752,7,Returned
1753,1753,4,Delivered
1754,1754,3,Delivered
1755,1755,4,Delivered
1756,1756,5,Delivered
1757,1757,5,Delivered
1758,1758,2,Delivered
1759,1759,5,Delivered
1760,1760,3,Delivered
1761,1761,5,Delivered
1762,1762,5,Delivered
1763,1763,2,Delivered
1764,1764,3,Delivered
1765,1765,9,Returned
1766,1766,2,Delivered
1767,1767,3,Delivered
1768,1768,3,Delivered
1769,1769,3,Delivered
1770,1770,5,Delivered
1771,1771,4,Delivered
1772,1772,4,Delivered
1773,1773,4,Delivered
1774,1774,5,Returned
1775,1775,3,Delivered
1776,1776,0,Cancelled
1777,1777,4,Delivered
1778,1778,3,Delivered
1779,1779,4,Delivered
1780,1780,0,Cancelled
1781,1781,4,Delivered
1782,1782,3,Delivered
1783,1783,4,Delivered
1784,1784,2,Delivered
1785,1785,3,Delivered
1786,1786,2,Delivered
1787,1787,8,Delivered
1788,1788,3,Delivered
1789,1789,5,Delivered
1790,1790,8,Delivered
1791,1791,4,Delivered
1792,1792,5,Delivered
1793,1793,2,Delivered
1794,1794,2,Delivered
1795,1795,4,Delivered
1796,1796,5,Delivered
1797,1797,4,Delivered
1798,1798,4,Delivered
1799,1799,7,Delivered
1800,1800,5,Delivered
1801,1801,7,Delivered
1802,1802,4,Delivered
1803,1803,2,Delivered
1804,1804,5,Delivered
1805,1805,5,Delivered
1806,1806,4,Delivered
1807,1807,6,Delivered
1808,1808,6,Delivered
1809,1809,7,Delivered
1810,1810,2,Delivered
1811,1811,4,Delivered
1812,1812,5,Delivered
1813,1813,5,Delivered
1814,1814,3,Delivered
1815,1815,7,Returned
1816,1816,3,Delivered
1817,1817,4,Delivered
1818,1818,2,Delivered
1819,1819,3,Delivered
1820,1820,3,Delivered
1821,1821,5,Delivered
1822,1822,4,Delivered
1823,1823,5,Delivered
1824,1824,4,Delivered
1825,1825,3,Delivered
1826,1826,5,Delivered
1827,1827,2,Delivered
1828,1828,3,Delivered
1829,1829,5,Delivered
1830,1830,4,Delivered
1831,1831,2,Delivered
1832,1832,3,Delivered
1833,1833,2,Delivered
1834,1834,4,Delivered
1835,1835,4,Delivered
1836,1836,5,Delivered
1837,1837,5,Delivered
1838,1838,5,Delivered
1839,1839,3,Delivered
1840,1840,5,Delivered
1841,1841,3,Delivered
1842,1842,2,Delivered
1843,1843,3,Delivered
1844,1844,3,Delivered
1845,1845,4,Delivered
1846,1846,4,Delivered
1847,1847,3,Delivered
1848,1848,4,Delivered
1849,1849,3,Delivered
1850,1850,0,Cancelled
1851,1851,4,Delivered
1852,1852,3,Delivered
1853,1853,5,Delivered
1854,1854,6,Delivered
1855,1855,4,Delivered
1856,1856,5,Delivered
1857,1857,3,Delivered
1858,1858,4,Delivered
1859,1859,2,Delivered
1860,1860,3,Delivered
1861,1861,3,Delivered
1862,1862,3,Delivered
1863,1863,4,Delivered
1864,1864,5,Delivered
1865,1865,4,Delivered
1866,1866,4,Delivered
1867,1867,5,Delivered
1868,1868,7,Delivered
1869,1869,3,Delivered
1870,1870,6,Returned
1871,1871,6,Returned
1872,1872,5,Delivered
1873,1873,3,Delivered
1874,1874,4,Delivered
1875,1875,2,Delivered
1876,1876,2,Delivered
1877,1877,4,Delivered
1878,1878,5,Delivered
1879,1879,4,Delivered
1880,1880,3,Delivered
1881,1881,2,Delivered
1882,1882,2,Delivered
1883,1883,3,Delivered
1884,1884,5,Delivered
1885,1885,4,Delivered
1886,1886,2,Delivered
1887,1887,3,Delivered
1888,1888,4,Delivered
1889,1889,4,Delivered
1890,1890,2,Delivered
1891,1891,4,Delivered
1892,1892,3,Delivered
1893,1893,2,Delivered
1894,1894,8,Delivered
1895,1895,4,Delivered
1896,1896,7,Delivered
1897,1897,0,Cancelled
1898,1898,4,Delivered
1899,1899,5,Delivered
1900,1900,8,Delivered
1901,1901,4,Delivered
1902,1902,4,Delivered
1903,1903,3,Delivered
1904,1904,3,Delivered
1905,1905,5,Delivered
1906,1906,7,Returned
1907,1907,3,Delivered
1908,1908,4,Delivered
1909,1909,8,Returned
1910,1910,5,Delivered
1911,1911,5,Delivered
1912,1912,10,Returned
1913,1913,3,Delivered
1914,1914,7,Delivered
1915,1915,3,Delivered
1916,1916,2,Delivered
1917,1917,4,Delivered
1918,1918,5,Delivered
1919,1919,3,Delivered
1920,1920,4,Delivered
1921,1921,5,Delivered
1922,1922,3,Delivered
1923,1923,5,Delivered
1924,1924,3,Delivered
1925,1925,4,Delivered
1926,1926,3,Delivered
1927,1927,5,Delivered
1928,1928,8,Delivered
1929,1929,4,Delivered
1930,1930,4,Delivered
1931,1931,7,Delivered
1932,1932,4,Delivered
1933,1933,2,Delivered
1934,1934,7,Delivered
1935,1935,2,Delivered
1936,1936,6,Delivered
1937,1937,7,Delivered
1938,1938,3,Delivered
1939,1939,10,Returned
1940,1940,4,Delivered
1941,1941,7,Delivered
1942,1942,5,Delivered
1943,1943,2,Delivered
1944,1944,3,Delivered
1945,1945,7,Delivered
1946,1946,7,Delivered
1947,1947,6,Delivered
1948,1948,4,Delivered
1949,1949,2,Delivered
1950,1950,2,Delivered
1951,1951,6,Delivered
1952,1952,4,Delivered
1953,1953,4,Delivered
1954,1954,6,Delivered
1955,1955,6,Returned
1956,1956,5,Delivered
1957,1957,5,Delivered
1958,1958,6,Returned
1959,1959,7,Delivered
1960,1960,3,Delivered
1961,1961,5,Delivered
1962,1962,4,Delivered
1963,1963,4,Delivered
1964,1964,2,Delivered
1965,1965,4,Delivered
1966,1966,7,Delivered
1967,1967,5,Delivered
1968,1968,6,Delivered
1969,1969,4,Delivered
1970,1970,4,Delivered
1971,1971,6,Delivered
1972,1972,2,Delivered
1973,1973,3,Delivered
1974,1974,4,Delivered
1975,1975,3,Delivered
1976,1976,8,Delivered
1977,1977,6,Delivered
1978,1978,5,Delivered
1979,1979,5,Delivered
1980,1980,4,Delivered
1981,1981,4,Delivered
1982,1982,2,Delivered
1983,1983,6,Delivered
1984,1984,4,Delivered
1985,1985,4,Delivered
1986,1986,5,Delivered
1987,1987,8,Returned
1988,1988,7,Delivered
1989,1989,4,Delivered
1990,1990,5,Delivered
1991,1991,7,Delivered
1992,1992,8,Delivered
1993,1993,3,Delivered
1994,1994,8,Delivered
1995,1995,3,Delivered
1996,1996,2,Delivered
1997,1997,2,Delivered
1998,1998,2,Delivered
1999,1999,3,Delivered
2000,2000,6,Delivered
2001,2001,4,Delivered
2002,2002,2,Delivered
2003,2003,4,Delivered
2004,2004,5,Delivered
2005,2005,3,Delivered
2006,2006,4,Delivered
2007,2007,7,Delivered
2008,2008,4,Delivered
2009,2009,6,Delivered
2010,2010,3,Delivered
2011,2011,5,Delivered
2012,2012,5,Delivered
2013,2013,4,Delivered
2014,2014,5,Delivered
2015,2015,6,Returned
2016,2016,2,Delivered
2017,2017,7,Delivered
2018,2018,5,Delivered
2019,2019,4,Delivered
2020,2020,5,Delivered
2021,2021,3,Delivered
2022,2022,4,Delivered
2023,2023,5,Delivered
2024,2024,3,Delivered
2025,2025,5,Delivered
2026,2026,2,Delivered
2027,2027,4,Delivered
2028,2028,7,Returned
2029,2029,6,Delivered
2030,2030,3,Delivered
2031,2031,5,Delivered
2032,2032,6,Delivered
2033,2033,4,Delivered
2034,2034,5,Delivered
2035,2035,5,Delivered
2036,2036,3,Delivered
2037,2037,4,Delivered
2038,2038,2,Delivered
2039,2039,4,Delivered
2040,2040,4,Delivered
2041,2041,4,Delivered
2042,2042,10,Returned
2043,2043,5,Delivered
2044,2044,2,Delivered
2045,2045,5,Delivered
2046,2046,8,Delivered
2047,2047,7,Returned
2048,2048,2,Delivered
2049,2049,8,Delivered
2050,2050,4,Delivered
2051,2051,4,Delivered
2052,2052,5,Delivered
2053,2053,3,Delivered
2054,2054,4,Delivered
2055,2055,4,Delivered
2056,2056,4,Delivered
2057,2057,7,Delivered
2058,2058,4,Delivered
2059,2059,6,Delivered
2060,2060,5,Delivered
2061,2061,4,Delivered
2062,2062,3,Delivered
2063,2063,2,Delivered
2064,2064,4,Delivered
2065,2065,4,Delivered
2066,2066,3,Delivered
2067,2067,4,Delivered
2068,2068,5,Delivered
2069,2069,7,Delivered
2070,2070,7,Delivered
2071,2071,6,Delivered
2072,2072,4,Delivered
2073,2073,2,Delivered
2074,2074,2,Delivered
2075,2075,9,Returned
2076,2076,5,Delivered
2077,2077,4,Delivered
2078,2078,3,Delivered
2079,2079,3,Delivered
2080,2080,4,Delivered
2081,2081,3,Delivered
2082,2082,5,Delivered
2083,2083,2,Delivered
2084,2084,2,Delivered
2085,2085,5,Delivered
2086,2086,5,Delivered
2087,2087,4,Delivered
2088,2088,5,Delivered
2089,2089,4,Delivered
2090,2090,5,Delivered
2091,2091,4,Delivered
2092,2092,7,Delivered
2093,2093,2,Delivered
2094,2094,0,Cancelled
2095,2095,2,Delivered
2096,2096,8,Delivered
2097,2097,3,Delivered
2098,2098,2,Delivered
2099,2099,4,Delivered
2100,2100,6,Returned
2101,2101,5,Delivered
2102,2102,8,Delivered
2103,2103,4,Delivered
2104,2104,3,Delivered
2105,2105,7,Returned
2106,2106,4,Delivered
2107,2107,5,Delivered
2108,2108,3,Delivered
2109,2109,4,Delivered
2110,2110,4,Delivered
2111,2111,4,Delivered
2112,2112,7,Delivered
2113,2113,3,Delivered
2114,2114,3,Delivered
2115,2115,2,Delivered
2116,2116,3,Delivered
2117,2117,5,Delivered
2118,2118,3,Delivered
2119,2119,4,Delivered
2120,2120,6,Delivered
2121,2121,4,Delivered
2122,2122,7,Delivered
2123,2123,4,Delivered
2124,2124,2,Delivered
2125,2125,4,Delivered
2126,2126,7,Delivered
2127,2127,5,Delivered
2128,2128,3,Delivered
2129,2129,5,Returned
2130,2130,5,Delivered
2131,2131,4,Delivered
2132,2132,4,Delivered
2133,2133,3,Delivered
2134,2134,3,Delivered
2135,2135,2,Delivered
2136,2136,4,Delivered
2137,2137,7,Returned
2138,2138,2,Delivered
2139,2139,5,Delivered
2140,2140,5,Delivered
2141,2141,5,Delivered
2142,2142,4,Delivered
2143,2143,5,Delivered
2144,2144,3,Delivered
2145,2145,5,Delivered
2146,2146,5,Delivered
2147,2147,3,Delivered
2148,2148,5,Delivered
2149,2149,6,Delivered
2150,2150,4,Delivered
2151,2151,4,Delivered
2152,2152,5,Delivered
2153,2153,4,Delivered
2154,2154,7,Delivered
2155,2155,2,Delivered
2156,2156,2,Delivered
2157,2157,6,Delivered
2158,2158,2,Delivered
2159,2159,4,Delivered
2160,2160,8,Delivered
2161,2161,5,Delivered
2162,2162,7,Delivered
2163,2163,7,Delivered
2164,2164,5,Delivered
2165,2165,2,Delivered
2166,2166,4,Delivered
2167,2167,3,Delivered
2168,2168,2,Delivered
2169,2169,4,Delivered
2170,2170,3,Delivered
2171,2171,6,Delivered
2172,2172,6,Delivered
2173,2173,4,Delivered
2174,2174,5,Delivered
2175,2175,4,Delivered
2176,2176,2,Delivered
2177,2177,4,Delivered
2178,2178,8,Delivered
2179,2179,5,Delivered
2180,2180,4,Delivered
2181,2181,3,Delivered
2182,2182,3,Delivered
2183,2183,2,Delivered
2184,2184,6,Delivered
2185,2185,2,Delivered
2186,2186,4,Delivered
2187,2187,5,Delivered
2188,2188,3,Delivered
2189,2189,3,Delivered
2190,2190,2,Delivered
2191,2191,2,Delivered
2192,2192,5,Delivered
2193,2193,3,Delivered
2194,2194,4,Delivered
2195,2195,2,Delivered
2196,2196,2,Delivered
2197,2197,8,Returned
2198,2198,4,Delivered
2199,2199,4,Delivered
2200,2200,5,Delivered
2201,2201,3,Delivered
2202,2202,2,Delivered
2203,2203,3,Delivered
2204,2204,3,Delivered
2205,2205,8,Delivered
2206,2206,5,Delivered
2207,2207,7,Delivered
2208,2208,6,Delivered
2209,2209,2,Delivered
2210,2210,4,Delivered
2211,2211,4,Delivered
2212,2212,5,Delivered
2213,2213,5,Delivered
2214,2214,3,Delivered
2215,2215,2,Delivered
2216,2216,3,Delivered
2217,2217,3,Delivered
2218,2218,4,Delivered
2219,2219,4,Delivered
2220,2220,3,Delivered
2221,2221,3,Delivered
2222,2222,4,Delivered
2223,2223,2,Delivered
2224,2224,2,Delivered
2225,2225,7,Delivered
2226,2226,2,Delivered
2227,2227,6,Delivered
2228,2228,3,Delivered
2229,2229,5,Delivered
2230,2230,4,Delivered
2231,2231,2,Delivered
2232,2232,3,Delivered
2233,2233,5,Delivered
2234,2234,4,Delivered
2235,2235,5,Delivered
2236,2236,6,Delivered
2237,2237,3,Delivered
2238,2238,4,Delivered
2239,2239,5,Delivered
2240,2240,4,Delivered
2241,2241,2,Delivered
2242,2242,3,Delivered
2243,2243,2,Delivered
2244,2244,2,Delivered
2245,2245,5,Delivered
2246,2246,4,Delivered
2247,2247,8,Delivered
2248,2248,3,Delivered
2249,2249,5,Delivered
2250,2250,5,Delivered
2251,2251,3,Delivered
2252,2252,4,Delivered
2253,2253,7,Returned
2254,2254,6,Delivered
2255,2255,4,Delivered
2256,2256,2,Delivered
2257,2257,4,Delivered
2258,2258,6,Delivered
2259,2259,4,Delivered
2260,2260,4,Delivered
2261,2261,4,Delivered
2262,2262,2,Delivered
2263,2263,5,Delivered
2264,2264,7,Delivered
2265,2265,10,Returned
2266,2266,6,Returned
2267,2267,2,Delivered
2268,2268,3,Delivered
2269,2269,4,Delivered
2270,2270,4,Delivered
2271,2271,5,Delivered
2272,2272,5,Delivered
2273,2273,7,Delivered
2274,2274,5,Delivered
2275,2275,4,Delivered
2276,2276,3,Delivered
2277,2277,4,Delivered
2278,2278,4,Delivered
2279,2279,4,Delivered
2280,2280,5,Returned
2281,2281,6,Delivered
2282,2282,3,Delivered
2283,2283,2,Delivered
2284,2284,8,Delivered
2285,2285,3,Delivered
2286,2286,5,Delivered
2287,2287,3,Delivered
2288,2288,5,Delivered
2289,2289,3,Delivered
2290,2290,5,Delivered
2291,2291,3,Delivered
2292,2292,5,Delivered
2293,2293,4,Delivered
2294,2294,8,Delivered
2295,2295,4,Delivered
2296,2296,3,Delivered
2297,2297,5,Delivered
2298,2298,3,Delivered
2299,2299,6,Delivered
2300,2300,4,Delivered
2301,2301,4,Delivered
2302,2302,4,Delivered
2303,2303,7,Delivered
2304,2304,2,Delivered
2305,2305,5,Delivered
2306,2306,2,Delivered
2307,2307,4,Delivered
2308,2308,6,Delivered
